country,sector,gross_amt,net_amt,from,to,transaction_id,transaction_date,amount,transaction_type,account_number,merchant_name,category,location,city,state,currency,card_type,card_number,card_expiry_date,transaction_description,transaction_code,transaction_status,transaction_time,transaction_fee,recipient_name,recipient_account_number,recipient_bank_name,exchange_rate,notes
Switzerland,Automotive,8554.31,8327.52,Account A,Supplier Innovations,851,6/23/2022,6015.07,deposit,6355820438,Edgeblab,food,21 School Alley,Chur,GR,CHF,amex,3581364786885880,10/13/2028,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,B2,failed,11:42 AM,18.07,Chrystel Gannan,7251279160,Nlounge,1.9916,Nulla suscipit ligula in lacus.
Colombia,Transportation,1285.86,9682.28,Account E,Pharmacy Chain A,852,6/5/2022,2314.63,transfer,9422013263,Feedmix,entertainment,051 Fallview Crossing,Montenegro,,COP,amex,3529927180154403,11/26/2025,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,C3,pending,10:24 AM,49.51,Vivie Shirrell,9448044816,Zoonoodle,1.094,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus."
Peru,Technology,2355.95,6532.25,Account A,Medical Practice Y,853,11/29/2022,910.46,withdrawal,8173310558,Dabtype,transportation,91722 Atwood Street,Susapaya,,PEN,amex,3539284988401950,2/26/2026,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,B2,failed,5:56 PM,4.82,Phillip Bankhurst,5927642208,Topicware,1.7298,
Brazil,Automotive,6411.42,9383.4,Account O,Supplier Y,854,12/21/2022,6983.62,transfer,2561991482,Divape,transportation,5323 Green Hill,Canguaretama,,BRL,visa,5010128900978285,3/12/2026,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,A1,pending,7:41 PM,24.69,Nancee Kubiczek,5782414035,Kwilith,1.5537,
Indonesia,Consulting,6358.76,4244.74,Account A,Retailer Hub,855,5/1/2022,8221.27,transfer,3973644055,Vipe,utilities,7 Vahlen Center,Temuji,,IDR,visa,3582903938753337,5/4/2023,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,A1,failed,11:18 AM,46.64,Jerrome Farndale,6125732065,Layo,0.5948,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
Russia,Automotive,9205.39,3860.07,Account X,Buyer Network,856,11/14/2022,7147.03,transfer,9434151790,Roomm,transportation,68249 Comanche Street,Strelka,,RUB,amex,3539633293848133,1/7/2022,at velit eu est congue elementum in hac habitasse platea dictumst morbi,C3,failed,2:09 AM,40.25,Maxy Fibbens,6955871581,Jazzy,1.1918,Ut tellus.
Nepal,Hospitality,9580.33,2286.92,Account R,Wellness Center A,857,2/14/2022,7374.69,transfer,2267678402,Edgewire,entertainment,93 Ronald Regan Lane,Tīkāpur,,NPR,visa,3568572090050663,2/4/2024,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,B2,failed,7:26 AM,43.62,Jess Twidale,6877479616,Kwilith,1.4035,
Philippines,Construction,8917.25,7984.45,Account O,Online Merchant Z,858,3/28/2022,5043.67,deposit,5574041037,Skaboo,utilities,93 Merchant Alley,Calumpang,,PHP,mastercard,6709150553469057265,4/24/2022,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,B2,pending,3:01 PM,24.21,Anabal Budik,8963963476,Realmix,0.7386,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
Brazil,Services,8606.37,131.0,Account O,E-commerce Store B,859,11/10/2022,6534.75,deposit,6080001427,Yoveo,entertainment,2251 Tennyson Street,Santa Inês,,BRL,visa,3552563150804345,12/4/2026,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,A1,failed,12:13 PM,25.98,Therine Glozman,8440690337,Voolith,0.9207,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
Indonesia,Energy,5553.44,4178.75,Account Q,Wellness Center A,860,9/18/2022,1493.1,deposit,3984776388,Podcat,entertainment,06277 Johnson Point,Kadusirung Hilir,,IDR,mastercard,374622248932591,8/31/2025,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,C3,pending,5:24 PM,19.29,Zerk Roggieri,9222721210,Quinu,1.1247,
France,Consulting,5475.33,72.27,Account X,Clinic W,861,5/23/2022,691.06,transfer,5259268138,Pixoboo,transportation,2661 Brentwood Junction,Gennevilliers,A8,EUR,visa,3544335022726605,10/10/2027,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,C3,pending,2:09 AM,3.9,Wendel Sell,1560816462,Jaxspan,1.38,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia."
Sweden,Healthcare,9906.51,4823.96,Account D,Customer Z,862,10/29/2022,2522.67,transfer,2998034286,Jabberbean,entertainment,21514 Arrowood Point,Karlstad,S,SEK,amex,36229636731146,10/24/2027,lobortis est phasellus sit amet erat nulla tempus vivamus in,B2,completed,1:54 AM,1.65,Delainey Mugridge,7789784460,Jayo,1.9564,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst."
Canada,Healthcare,7936.14,8499.16,Account R,Customer Care Center,863,2/28/2022,2072.77,withdrawal,3390020224,Vipe,food,325 Carey Road,Bells Corners,ON,CAD,mastercard,56022281705824854,7/29/2025,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,A1,pending,10:32 AM,8.79,Mace Sivyer,4042986269,Brightdog,1.72,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
Greece,Insurance,8870.66,65.91,Account Q,Wellness Center A,864,7/6/2022,4745.77,transfer,9376008807,Zoonder,entertainment,651 Fulton Place,Lefkímmi,,EUR,visa,6376908798641715,7/2/2026,ante ipsum primis in faucibus orci luctus et ultrices posuere,A1,failed,8:15 AM,11.58,Francoise Longhurst,4838065052,Skimia,1.6362,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
Portugal,Healthcare,5862.47,8141.25,Account Y,Online Merchant Z,865,8/19/2022,5936.21,withdrawal,3988550618,Zava,entertainment,29609 6th Center,Sobreiro,16,EUR,visa,5602251188812143,6/30/2026,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,A1,completed,1:21 PM,23.97,Aile Cockren,5717711225,Topiclounge,1.8015,
Sweden,Hospitality,1828.61,2515.32,Account M,Supplier Innovations,866,6/11/2022,6033.36,withdrawal,2123681373,Thoughtstorm,utilities,4438 Manufacturers Crossing,Luleå,BD,SEK,amex,3543248670918260,9/8/2022,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,B2,completed,9:47 PM,38.83,Sibley Kelsall,3738376410,Ooba,1.0511,
China,Healthcare,4712.92,9403.59,Account A,Medical Practice Y,867,6/3/2022,750.26,withdrawal,9906624491,Linkbridge,utilities,2 Parkside Place,Huabu,,CNY,visa,5610873950484312,7/16/2024,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,B2,completed,3:48 AM,3.52,Cami Fearnyhough,6199311908,Gigashots,1.8731,
Indonesia,Non-Profit,6385.87,8298.27,Account B,Health Clinic X,868,9/20/2022,5872.01,deposit,3753462174,Vidoo,entertainment,6516 Russell Terrace,Kebonkalapa,,IDR,visa,201755297135069,2/11/2023,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,A1,completed,5:31 PM,9.87,Ingra Avery,2054048419,Blogtag,1.5152,Integer ac leo.
Indonesia,Insurance,2458.16,6300.71,Account B,Pharmacy Chain A,869,9/22/2022,5058.39,withdrawal,9763029479,Zoombox,food,362 Ridge Oak Avenue,Merapit,,IDR,mastercard,3528083925944384,10/4/2025,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,B2,failed,2:02 AM,27.11,Danita Nodin,6149027848,BlogXS,1.4596,
Nigeria,Entertainment,7394.69,4391.44,Account E,Medical Practice Y,870,10/20/2022,5996.81,deposit,4110368553,Youbridge,utilities,521 Lighthouse Bay Crossing,Obollo-Afor,,NGN,amex,4026039914264460,10/30/2029,elit proin interdum mauris non ligula pellentesque ultrices phasellus id,B2,pending,5:18 AM,19.14,Merwyn Priestley,6557677511,Youtags,0.7183,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum."
Ukraine,Hospitality,3078.6,6397.12,Account E,Customer Care Center,871,1/6/2022,5911.98,deposit,4973162017,Thoughtbeat,utilities,43577 Pankratz Alley,Velyka Oleksandrivka,,UAH,mastercard,4936172901383824283,11/29/2028,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,C3,completed,3:48 PM,26.69,Terrance Francello,9461222920,Topicblab,1.3496,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
Brazil,Hospitality,5367.2,3294.37,Account T,Wellness Center A,872,3/25/2022,5873.7,deposit,6065639409,Topdrive,entertainment,081 Sloan Lane,Ribeirão da Ilha,,BRL,mastercard,5893493128606329007,3/16/2025,mi nulla ac enim in tempor turpis nec euismod scelerisque,B2,pending,5:00 PM,48.9,Wayne Speight,7414247089,Thoughtworks,1.0172,
Greece,Agriculture,9267.82,8709.55,Account D,Medical Practice Y,873,6/9/2022,9009.22,deposit,9562733714,Edgewire,entertainment,20 Delaware Court,Mykonos,,EUR,mastercard,3530807301231776,8/28/2026,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,B2,pending,6:19 PM,40.53,Cullie Czajka,4613776390,Oba,1.7469,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
Mexico,Non-Profit,374.87,1682.94,Account X,Supplier Connect,874,6/21/2022,9881.62,withdrawal,3245886405,Cogibox,transportation,0 Schiller Avenue,Chapultepec,VER,MXN,amex,676233075436995656,10/16/2026,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,C3,failed,6:54 PM,25.4,Phaidra Tetlow,2667371030,Shufflester,1.0471,
Japan,Technology,554.34,6256.84,Account D,Pharmacy Chain A,875,10/19/2022,5420.06,transfer,4454102423,Trilith,transportation,35155 Service Place,Ichinomiya,,JPY,amex,337941947586375,9/21/2022,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,C3,failed,11:50 PM,30.79,Bryn Thomann,7579475741,Twitterworks,1.0605,
Portugal,Real Estate,8299.23,5603.32,Account O,Supplier Connect,876,8/8/2022,620.4,deposit,5872276038,Yodel,entertainment,1188 Kinsman Alley,Bilhó,17,EUR,mastercard,3555688132312831,11/5/2027,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,B2,pending,1:59 AM,9.66,Ban McCoughan,6578013758,Roodel,0.7091,
Mauritius,Education,1465.51,2464.17,Account J,Supplier Solutions,877,7/31/2022,5311.14,deposit,4069550176,Tagcat,food,6332 Lindbergh Avenue,Melrose,,MUR,amex,3532597025241569,4/25/2022,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,C3,pending,5:54 AM,13.9,Gisella Corby,2642468379,Eire,0.6715,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
Sweden,Telecommunications,4419.59,9712.98,Account K,Wellness Center A,878,2/7/2022,3334.81,transfer,2262438194,Gabtype,food,39414 Springs Crossing,Varberg,N,SEK,mastercard,5573780222113949,12/1/2030,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,B2,pending,11:46 PM,33.42,Templeton Gingle,3122922704,Pixoboo,0.9385,
Poland,Non-Profit,4421.09,1432.41,Account D,Retailer Hub,879,2/18/2022,4416.4,deposit,2170261837,Thoughtbridge,food,7 Di Loreto Avenue,Grojec,,PLN,amex,4026896171317590,3/29/2024,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,A1,pending,4:40 AM,8.51,Dean Doodson,9121631324,Zooxo,1.4845,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
Bulgaria,Manufacturing,6162.6,653.9,Account U,Pharmacy Chain A,880,9/9/2022,329.77,deposit,5311452345,Rhyloo,utilities,551 Kennedy Drive,Burgas,,BGN,amex,4175000091105321,12/7/2025,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,B2,failed,1:37 PM,23.21,Gaby Verlinde,3451258363,Yodo,1.7409,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
China,Automotive,8450.33,7522.99,Account Q,Customer Z,881,4/2/2022,5454.48,withdrawal,4837236481,Ailane,utilities,19722 Golf View Park,Panzhuang,,CNY,amex,4017957262396801,7/21/2026,libero nullam sit amet turpis elementum ligula vehicula consequat morbi,C3,completed,12:05 PM,11.06,Shellysheldon Neljes,4397588068,Browsecat,0.919,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
Indonesia,Hospitality,9831.02,6289.05,Account S,Supplier Y,882,5/23/2022,7433.13,transfer,1999681701,Eimbee,entertainment,4 Forest Way,Peuara,,IDR,amex,5018949603228260,10/23/2029,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,C3,failed,10:10 AM,17.37,Humfried Tetther,5714389218,Skipstorm,1.1369,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
Peru,Agriculture,5796.09,1378.32,Account R,Customer Z,883,8/23/2022,3298.1,withdrawal,9527631852,Dabvine,entertainment,22 Texas Plaza,Conchopata,,PEN,mastercard,3562058814959021,6/19/2022,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,B2,failed,5:59 PM,28.2,Grace MacFadyen,6849063338,Twitternation,1.5979,
Japan,Real Estate,6580.17,9691.46,Account T,Wellness Center A,884,5/8/2022,7491.51,transfer,2400382494,Kayveo,utilities,7 Mariners Cove Avenue,Asahi,,JPY,amex,30082447784671,12/4/2027,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,A1,pending,7:47 PM,14.42,Noak Bowcher,9029471463,Gabvine,0.7539,Aliquam sit amet diam in magna bibendum imperdiet.
Mexico,Retail,5349.64,1847.12,Account N,Online Merchant Z,885,6/29/2022,2027.48,transfer,5924092827,Fivebridge,utilities,96326 Maryland Pass,Independencia,NAY,MXN,mastercard,6373161545780401,10/11/2028,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,C3,pending,5:13 AM,9.73,Costa Tapner,1923882241,Livefish,0.7088,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Portugal,Hospitality,8070.49,4928.61,Account M,Buyer Network,886,3/13/2022,6995.57,transfer,9472043841,Skivee,utilities,70 Florence Pass,Penteado,15,EUR,amex,6376246108435399,4/7/2025,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,B2,failed,3:10 AM,11.07,Xylia Paradyce,1170204336,Agivu,1.2077,In eleifend quam a odio. In hac habitasse platea dictumst.
San Marino,Entertainment,6572.13,9017.33,Account J,Online Merchant Z,887,11/24/2022,5799.88,withdrawal,7959313966,Einti,utilities,126 Columbus Point,Serravalle,,EUR,amex,5002358212107410,4/26/2029,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,C3,completed,4:18 AM,34.74,Yance Moyles,3802378081,Skinix,0.6503,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
Brazil,E-commerce,1724.4,4907.52,Account V,Supplier Green,888,7/25/2022,2357.57,withdrawal,4830990154,Chatterpoint,transportation,9251 Homewood Parkway,Estrela,,BRL,visa,3580434850814578,2/10/2023,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,B2,completed,9:33 AM,3.32,Al Renon,1421297973,Skaboo,1.4636,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
